key,cat,val
sft3,pct_unique_tris,89.086859688196
sft3,pct_unique_tris,96.81208053691275
sft3,pct_unique_tris,96.37883008356546
sft3,pct_unique_tris,72.01492537313433
sft3,pct_unique_tris,88.14159292035399
sft3,pct_unique_tris,93.59921221073363
sft3,pct_unique_tris,92.03860072376358
sft3,pct_unique_tris,93.63057324840764
sft3,pct_unique_tris,92.7536231884058
sft3,pct_unique_tris,85.43247344461305
sft3,pct_unique_tris,89.02671755725191
sft3,pct_unique_tris,85.50295857988166
sft3,pct_unique_tris,88.91013384321224
sft3,pct_unique_tris,97.51166407465007
sft3,pct_unique_tris,91.14173228346458
sft3,pct_unique_tris,95.82712369597616
sft3,pct_unique_tris,94.6524064171123
sft3,pct_unique_tris,89.94614003590664
sft3,pct_unique_tris,94.91916859122402
sft3,pct_unique_tris,94.70013947001394
sft3,pct_unique_tris,93.92592592592592
sft3,pct_unique_tris,94.76744186046511
sft3,pct_unique_tris,97.53521126760563
sft3,pct_unique_tris,90.61538461538461
sft3,pct_unique_tris,90.44368600682594
sft3,pct_unique_tris,91.47609147609148
sft3,pct_unique_tris,96.35761589403974
sft3,pct_unique_tris,96.59926470588235
sft3,pct_unique_tris,91.14754098360656
sft3,pct_unique_tris,97.55725190839695
sft3,pct_unique_tris,73.3108108108108
sft3,pct_unique_tris,92.42199108469539
sft3,pct_unique_tris,92.64705882352942
sft3,pct_unique_tris,92.98245614035088
sft3,pct_unique_tris,92.82576866764275
sft3,pct_unique_tris,93.09462915601023
sft3,pct_unique_tris,49.79253112033195
sft3,pct_unique_tris,92.32053422370618
sft3,pct_unique_tris,92.63392857142857
sft3,pct_unique_tris,50.4885993485342
sft3,pct_unique_tris,88.22463768115942
sft3,pct_unique_tris,91.30982367758187
sft3,pct_unique_tris,92.84436493738819
sft3,pct_unique_tris,89.53488372093024
sft3,pct_unique_tris,94.94799405646359
sft3,pct_unique_tris,93.34257975034674
sft3,pct_unique_tris,95.44072948328267
sft3,pct_unique_tris,96.43734643734643
sft3,pct_unique_tris,96.93140794223827
sft3,pct_unique_tris,94.78584729981378
sft3,pct_unique_tris,95.85427135678391
sft3,pct_unique_tris,90.46692607003891
sft3,pct_unique_tris,96.63366336633663
sft3,pct_unique_tris,91.64882226980728
sft3,pct_unique_tris,91.85098952270081
sft3,pct_unique_tris,3.6260623229461753
sft3,pct_unique_tris,95.21452145214522
sft3,pct_unique_tris,89.33333333333333
sft3,pct_unique_tris,93.44457687723481
sft3,pct_unique_tris,82.22811671087533
sft3,pct_unique_tris,48.333333333333336
sft3,pct_unique_tris,27.342047930283226
sft3,pct_unique_tris,86.59420289855072
sft3,pct_unique_tris,96.26865671641791
